ID,Accession Number,Author-Supplied Keywords,Authors,Company/Entity,Cut and Paste,DOI,Document Type,Full Text Word Count,Geographic Terms,ISSN,Notes,People,Publication Model,Reviews & Products,Source,Subject Terms,Title,UR,Full Text (y/n)
PT-0543,154902524,,"Sinatra, Gale M.^1 (AUTHOR)",AMERICAN Psychological Association*DUNS Number: *086352101,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154902524&site=ehost- live&scope=site"">Motivational and emotional impacts on public (mis)understanding of science.</A> *Database: * Academic Search Premier",10.1080/00461520.2021.1975121,Article,9344,,0046-1520,,,,,"Educational Psychologist. Jan-Mar 2022, Vol. 57 Issue 1, p1-10. 10p.",*PUBLIC understanding of science *MOTIVATION (Psychology) *COVID-19 pandemic *DENIAL (Psychology) *MEDICAL misconceptions *CLIMATE change,Motivational and emotional impacts on public (mis)understanding of science.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154902524&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154902524&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154902524&site=ehost-live&scope=site>,y
PT-0544,153077443,Ancient DNA Biodistance analyses Body modification Identity Isotope analyses Theory,"Gregoricka, Lesley A.^1 (AUTHOR)lgregoricka@southalabama.edu",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153077443&site=ehost-live&scope=site"">Moving Forward: A Bioarchaeology of Mobility and Migration.</A> *Database: * Academic Search Premier",10.1007/s10814-020-09155-9,Article,,,1059-0161,,,,,"Journal of Archaeological Research. Dec2021, Vol. 29 Issue 4, p581-635. 55p.",*ARCHAEOLOGICAL human remains *RESIDENTIAL mobility *HUMAN migrations *IDENTITY (Psychology) *HUNTER-gatherer societies *ANTHROPOMETRY *BODY marking *SOCIAL groups,Moving Forward: A Bioarchaeology of Mobility and Migration.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153077443&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153077443&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153077443&site=ehost-live&scope=site>,n
PT-0545,153456501,machine learning malicious accounts Online social networks systematic review of literature unwanted behavior,"Ben Sassi, Imen^1 (AUTHOR)imen.ben@taltech.ee Ben Yahia, Sadok^1,2 (AUTHOR)sadok.ben@taltech.ee",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153456501&site=ehost- live&scope=site"">Malicious accounts detection from online social networks: a systematic review of literature.</A> *Database: * Academic Search Premier",10.1080/03081079.2021.1976773,Article,36424,,0308-1079,,,,,"International Journal of General Systems. Oct 2021, Vol. 50 Issue 7, p741-814. 74p.",*ONLINE social networks *VIRTUAL communities *SOCIAL network analysis *KEY performance indicators (Management),Malicious accounts detection from online social networks: a systematic review of literature.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153456501&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153456501&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153456501&site=ehost-live&scope=site>,y
PT-0546,133301145,information management persuasion postmodernity propaganda public sphere,"Poulakidakos, Stamatis^1 stamatisp@media.uoa.gr Veneti, Anastasia^2 aveneti@bournemouth.ac.uk. Fangonikolopoulos, Christos^3 chfragk@jour.auth.gr",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301145&site=ehost-live&scope=site"">Post- truth, propaganda and the transformation of the spiral of silence.</A> *Database: * Academic Search Premier",10.1386/macp.14.3.367_1,Article,,,1740-8296,,,,,"International Journal of Media & Cultural Politics. Sep2018, Vol. 14 Issue 3, p367-382. 16p.",*SOCIAL media *MASS media *DIGITAL media *INFORMATION society *SOCIAL networks,"Post-truth, propaganda and the transformation of the spiral of silence.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301145&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301145&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301145&site=ehost-live&scope=site>,n
PT-0547,133301143,,"Lilleker, Darren G.^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301143&site=ehost-live&scope=site"">Politics in a post-truth era.</A> *Database: * Academic Search Premier",10.1386/macp.14.3.277_2,Article,,,1740-8296,,,,,"International Journal of Media & Cultural Politics. Sep2018, Vol. 14 Issue 3, p277-282. 6p.",*DECISION making *COMMUNICATION *POPULISM,Politics in a post-truth era.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301143&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301143&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301143&site=ehost-live&scope=site>,n
PT-0548,161686792,,"Atkinson, Becky^1 Toland, Brad^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161686792&site=ehost-live&scope=site"">Logic of Home: Resistance and Logic in Post-Truth Times.</A> *Database: * Academic Search Premier",10.1080/00131946.2022.2079089,Article,6576,,0013-1946,,"CHILD, Lydia Maria, 1802-1880 ADDAMS, Jane, 1860-1935",,,"Educational Studies. Jan/Feb2023, Vol. 59 Issue 1, p1-13. 13p.",*FEMINISM *EDUCATIONAL change *SOCIAL democracy *ACTIVISM,Logic of Home: Resistance and Logic in Post-Truth Times.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161686792&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161686792&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161686792&site=ehost-live&scope=site>,y
PT-0549,154213861,Algorithmic communication Algorithms Artificial intelligence Colombia Communication Democracy Ecuador Elections Electoral campaigns Fact-checking Latin America Mexico Political communication Political participation Sistematic review,"Barredo-Ibáñez, Daniel^1,2 daniel.barredo@urosario.edu.co De-la-Garza-Montemayor, Daniel-Javier^3 daniel.delagarza@udem.edu Torres-Toukoumidis, Ángel^4 atorrest@ups.edu.ec López-López, Paulo-Carlos^5 paulocarlos.lopez@usc.es",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154213861&site=ehost- live&scope=site"">Artificial intelligence, communication, and democracy in Latin America: a review of the cases of Colombia, Ecuador, and Mexico.</A> *Database: * Academic Search Premier",10.3145/epi.2021.nov.16,Article,,ECUADOR COLOMBIA MEXICO,1386-6710,,,,,"El Profesional de la Información. Nov/Dec2021, Vol. 30 Issue 6, p1-15. 15p.",*ARTIFICIAL intelligence *POLITICAL participation *POLITICAL communication *POLITICAL campaigns *CIVIL disobedience *DEMOCRACY,"Artificial intelligence, communication, and democracy in Latin America: a review of the cases of Colombia, Ecuador, and Mexico.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154213861&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154213861&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154213861&site=ehost-live&scope=site>,n
PT-0550,159949407,adolescence digital literacy EdTech Ethiopia gender green life skills resilience Rwanda skills sub‐Saharan Africa Uganda,,,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=159949407&site=ehost-live&scope=site"">Building resilience now and for the future: Adolescent skills to address global challenges.</A> *Database: * Academic Search Premier",10.1111/dpr.12670,Article,5030,SUB-Saharan Africa ETHIOPIA RWANDA,0950-6764,,,,,"Development Policy Review. Oct2022 Supplement S2, Vol. 40, p1-9. 9p.",*YOUNG adults *NUMERACY *COMPUTER literacy *TEENAGERS *FINANCIAL literacy *NONFORMAL education,Building resilience now and for the future: Adolescent skills to address global challenges.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=159949407&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=159949407&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=159949407&site=ehost-live&scope=site>,y
PT-0551,173490952,democracy expertise knowledge neoliberalism post-truth science and policy,"Strassheim, Jan^1 strassheim@uni-hildesheim.de",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173490952&site=ehost- live&scope=site"">Neoliberalism and Post-Truth: Expertise and the Market Model.</A> *Database: * Academic Search Premier",10.1177/02632764221119726,Article,8421,,0263-2764,,"LIPPMANN, Walter, 1889-1974 HAYEK, Friedrich A. von (Friedrich August), 1899-1992",,,"Theory, Culture & Society. Nov2023, Vol. 40 Issue 6, p107-124. 18p.","*NEOLIBERALISM *CAPITALISM *GLOBAL Financial Crisis, 2008-2009",Neoliberalism and Post-Truth: Expertise and the Market Model.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173490952&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173490952&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173490952&site=ehost-live&scope=site>,n
PT-0552,174570948,Audiences Citizens Democracy Donald Trump Elections Emotions Joe Biden Polarization Political communication Politicization Post-election impact Rhetoric Strategies Twitter USA,"Domínguez-García, Ricardo^1 rdominguez1@us.es Méndez-Muros, Sandra^1 cperez1@us.es Pérez-Curiel, Concha^1 sanmenmur@us.es Hinojosa-Becerra, Mónica^1 mhinojosa@uma.es",X Corp.,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174570948&site=ehost- live&scope=site"">Political polarization and emotion rhetoric in the US presidential transition: A comparative study of Trump and Biden on Twitter and the post-election impact on the public.</A> *Database: * Academic Search Premier",10.3145/epi.2023.nov.06,Article,,,1386-6710,,"BIDEN, Joe, 1942- TRUMP, Donald, 1946-",,,"El Profesional de la Información. 2023, Vol. 32 Issue 6, p1-16. 16p.","*POLARIZATION (Social sciences) *PRESIDENTIAL transitions *UNITED States presidential election, 2020 *PUBLIC opinion *POLITICIANS *POLITICAL culture",Political polarization and emotion rhetoric in the US presidential transition: A comparative study of Trump and Biden on Twitter and the post-election impact on the public.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174570948&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174570948&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174570948&site=ehost-live&scope=site>,n
PT-0553,156739561,,"Taylor, Jordan E^1 (AUTHOR)jordanetaylor142@gmail.com",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156739561&site=ehost-live&scope=site"">Post- Truth Postmortem: Jill Lepore's The Last Archive.</A> *Database: * Academic Search Premier",10.1093/ahr/rhac139,Article,,,0002-8762,,"LEPORE, Jill",,,"American Historical Review. Mar2022, Vol. 127 Issue 1, p413-415. 3p.",*HISTORY *FACTS (Philosophy) *PODCASTING,Post-Truth Postmortem: Jill Lepore's The Last Archive.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156739561&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156739561&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156739561&site=ehost-live&scope=site>,y
PT-0554,152008326,free speech higher education mutuality public knowledge Reasonable pluralism,"Bindewald, Benjamin^1 Hawkins, Joshua^2",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152008326&site=ehost-live&scope=site"">Speech and inquiry in public institutions of higher education: Navigating ethical and epistemological challenges.</A> *Database: * Academic Search Premier",10.1080/00131857.2020.1773794,Article,6670,,0013-1857,,,,,"Educational Philosophy & Theory. Oct2021, Vol. 53 Issue 11, p1074-1085. 12p.",*FREEDOM of speech *FREEDOM of expression *HIGHER education *HUMAN rights education *CIVIL rights education,Speech and inquiry in public institutions of higher education: Navigating ethical and epistemological challenges.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152008326&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152008326&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152008326&site=ehost-live&scope=site>,y
PT-0555,173422927,,"MORTEN, CHRISTOPHER J.^1",UNITED States. Food & Drug Administration UNITED States. Federal Aviation Administration,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173422927&site=ehost- live&scope=site"">PUBLICIZING CORPORATE SECRETS.</A> *Database: * Academic Search Premier",,Article,,,0041-9907,,,,,"University of Pennsylvania Law Review. May2023, Vol. 171 Issue 5, p1319-1404. 86p.",*GOVERNMENT agencies *PRODUCT safety *TRADE secrets,PUBLICIZING CORPORATE SECRETS.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173422927&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173422927&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173422927&site=ehost-live&scope=site>,n
PT-0556,133301146,,"Richards, Barry^1 brichards@bournemouth.ac.uk",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301146&site=ehost- live&scope=site"">Psychological underpinnings of post-truth politics.</A> *Database: * Academic Search Premier",10.1386/macp.14.3.401_7,Article,,,1740-8296,,,,,"International Journal of Media & Cultural Politics. Sep2018, Vol. 14 Issue 3, p401-406. 6p.",*PRACTICAL politics *THEORY of knowledge *HUMAN behavior *SOCIAL media *SOCIAL networks,Psychological underpinnings of post-truth politics.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301146&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301146&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133301146&site=ehost-live&scope=site>,n
PT-0557,151270019,,"Recher, Morgan^1,2 (AUTHOR)morgan.recher@chru-lille.fr Prevost, Arthur Lauriot Dit^1,3 (AUTHOR) Sharma, Dyuti^1,3 (AUTHOR) De Jonckheere, Julien^1,4 (AUTHOR) Garabedian, Charles^1,5 (AUTHOR) Storme, Laurent^1,6 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151270019&site=ehost-live&scope=site"">Roles of parasympathetic outflow and sympathetic outflow in the cardiovascular response to brief umbilical cord occlusion in fetal sheep.</A> *Database: * Academic Search Premier",10.1371/journal.pone.0254155,Article,6852,,1932-6203,,,,,"PLoS ONE. 7/6/2021, Vol. 16 Issue 7, p1-14. 14p.",*PARASYMPATHETIC nervous system *UMBILICAL cord *AUTONOMIC nervous system *UMBILICAL cord clamping *BLOOD lactate *FETAL heart rate *UTERINE contraction *SHEEP,Roles of parasympathetic outflow and sympathetic outflow in the cardiovascular response to brief umbilical cord occlusion in fetal sheep.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151270019&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151270019&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151270019&site=ehost-live&scope=site>,y
PT-0558,160997883,campos domaines fields Mots clés Palabras clave relacionalismo relationalism relationalisme sistemas systèmes systems,"Peña, Alejandro M^1 Davies, Thomas^2",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160997883&site=ehost-live&scope=site"">Lateral Relations in World Politics: Rethinking Interactions and Change among Fields, Systems, and Sectors.</A> *Database: * Academic Search Premier",10.1093/isr/viac048,Article,16710,,1521-9488,,,,,"International Studies Review. Dec2022, Vol. 24 Issue 4, p1-27. 27p. 1 Diagram.",*LATERAL dominance *INTERNATIONAL relations *POLITICAL science *INTERNATIONAL mediation *ANARCHISM,"Lateral Relations in World Politics: Rethinking Interactions and Change among Fields, Systems, and Sectors.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160997883&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160997883&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160997883&site=ehost-live&scope=site>,y
